Topic,comp_role,Year,weight,word_category
21,fi_129+sponsor,2007,0.0882,4
21,fi_129+sponsor,2008,0.0522,4
21,fi_146+originator,2005,0.0714,5
21,fi_263+originator,2006,0.2133,1
21,fi_263+originator,2007,0.311,1
21,fi_263+originator,2008,0.133,2
21,fi_304+originator,2002,0.0536,5
21,fi_304+originator,2003,0.0959,2
21,fi_304+originator,2004,0.1067,3
21,fi_304+originator,2006,0.1321,3
21,fi_304+originator,2007,0.1274,3
21,fi_304+originator,2008,0.0701,3
21,fi_34+originator,2002,0.1153,2
21,fi_34+originator,2005,0.085,4
21,fi_34+originator,2006,0.1929,2
21,fi_34+originator,2007,0.1385,2
21,fi_34+originator,2008,0.5235,1
21,fi_54+issuer,2002,0.0992,3
21,fi_54+issuer,2003,0.0912,4
21,fi_54+originator,2002,0.2998,1
21,fi_54+originator,2003,0.2907,1
21,fi_54+originator,2004,0.0967,5
21,fi_54+originator,2005,0.0987,3
21,fi_61+issuer,2002,0.0602,4
22,fi_110+depositor,2002,0.0493,4
22,fi_110+depositor,2003,0.1133,2
22,fi_110+depositor,2004,0.0975,2
22,fi_110+depositor,2005,0.0913,2
22,fi_110+depositor,2006,0.0924,2
22,fi_110+depositor,2007,0.0824,3
22,fi_110+depositor,2008,0.0824,3
22,fi_110+issuer,2002,0.4774,1
22,fi_110+issuer,2003,0.4222,1
22,fi_110+issuer,2004,0.4587,1
22,fi_110+issuer,2005,0.4784,1
22,fi_110+issuer,2006,0.5524,1
22,fi_110+issuer,2007,0.4479,1
22,fi_110+issuer,2008,0.4477,1
22,fi_110+seller,2002,0.0966,2
22,fi_110+seller,2003,0.0486,5
22,fi_110+seller,2004,0.0558,4
22,fi_110+seller,2005,0.053,3
22,fi_110+servicer,2002,0.0937,3
22,fi_117+custodian,2005,0.0494,5
22,fi_117+custodian,2006,0.0496,4
22,fi_117+custodian,2007,0.0405,5
22,fi_117+custodian,2008,0.0405,5
22,fi_117+seller,2002,0.0435,5
22,fi_117+seller,2003,0.0915,3
22,fi_117+seller,2004,0.0483,5
22,fi_141+sponsor,2006,0.0503,3
22,fi_153+originator,2007,0.0971,2
22,fi_153+originator,2008,0.0972,2
22,fi_35+trustee,2003,0.0613,4
22,fi_35+trustee,2004,0.0718,3
22,fi_35+trustee,2005,0.0496,4
22,fi_35+trustee,2006,0.0456,5
22,fi_35+trustee,2007,0.0437,4
22,fi_35+trustee,2008,0.0437,4
23,fi_179+issuer,2004,0.1634,2
23,fi_179+originator,2004,0.0882,3
23,fi_179+originator,2005,0.0488,3
23,fi_179+originator,2006,0.0822,4
23,fi_179+originator,2007,0.1442,2
23,fi_179+originator,2008,0.5033,1
23,fi_183+issuer,2007,0.0656,5
23,fi_183+issuer,2008,0.0377,5
23,fi_183+originator,2007,0.0722,4
23,fi_183+originator,2008,0.0409,4
23,fi_188+depositor,2002,0.0387,4
23,fi_188+depositor,2003,0.0942,2
23,fi_188+originator,2002,0.7018,1
23,fi_188+originator,2003,0.5693,1
23,fi_188+originator,2004,0.2766,1
23,fi_188+originator,2005,0.4733,1
23,fi_188+originator,2006,0.1932,1
23,fi_188+servicer,2002,0.0203,5
23,fi_188+servicer,2003,0.0838,3
23,fi_188+servicer,2004,0.048,4
23,fi_188+servicer,2005,0.0458,4
23,fi_203+servicer,2002,0.0732,2
23,fi_203+servicer,2003,0.0293,5
23,fi_28+issuer,2002,0.0399,3
23,fi_28+issuer,2005,0.0396,5
23,fi_28+issuer,2006,0.149,2
23,fi_28+issuer,2007,0.1241,3
23,fi_28+issuer,2008,0.064,3
23,fi_50+issuer,2005,0.0545,2
23,fi_50+issuer,2006,0.1273,3
23,fi_80+trustee,2003,0.0412,4
23,fi_80+trustee,2004,0.0466,5
23,fi_86+issuer,2007,0.1632,1
23,fi_86+issuer,2008,0.0792,2
23,fi_89+originator,2006,0.0663,5
24,fi_107+depositor,2002,0.177,2
24,fi_107+depositor,2003,0.1266,2
24,fi_107+depositor,2004,0.0479,4
24,fi_109+issuer,2002,0.0791,4
24,fi_109+issuer,2003,0.0948,4
24,fi_109+issuer,2004,0.2033,2
24,fi_109+issuer,2005,0.2062,3
24,fi_109+issuer,2006,0.2166,2
24,fi_109+issuer,2007,0.204,3
24,fi_109+issuer,2008,0.0599,5
24,fi_109+originator,2002,0.5675,1
24,fi_109+originator,2003,0.5349,1
24,fi_109+originator,2004,0.4805,1
24,fi_109+originator,2005,0.37,1
24,fi_109+originator,2006,0.1681,3
24,fi_109+originator,2007,0.2211,1
24,fi_109+originator,2008,0.0619,3
24,fi_109+sponsor,2007,0.0468,4
24,fi_134+servicer,2007,0.0409,5
24,fi_181+issuer,2008,0.1952,2
24,fi_181+originator,2004,0.0374,5
24,fi_181+originator,2005,0.2507,2
24,fi_181+originator,2006,0.3332,1
24,fi_181+originator,2008,0.2483,1
24,fi_181+servicer,2005,0.0433,4
24,fi_181+servicer,2006,0.044,5
24,fi_306+trustee,2002,0.099,3
24,fi_306+trustee,2003,0.1019,3
24,fi_306+trustee,2004,0.0541,3
24,fi_41+originator,2005,0.0251,5
24,fi_41+originator,2006,0.0818,4
24,fi_41+originator,2007,0.2175,2
24,fi_41+originator,2008,0.0615,4
24,fi_57+servicer,2002,0.0281,5
24,fi_57+servicer,2003,0.0661,5
25,fi_127+depositor,2002,0.0579,4
25,fi_127+depositor,2003,0.0115,5
25,fi_127+depositor,2005,0.0388,4
25,fi_127+depositor,2006,0.0463,4
25,fi_127+issuer,2002,0.1623,2
25,fi_127+issuer,2003,0.0275,2
25,fi_127+issuer,2004,0.0611,4
25,fi_127+issuer,2005,0.1376,2
25,fi_127+issuer,2006,0.1712,2
25,fi_127+issuer,2007,0.1903,2
25,fi_127+sponsor,2006,0.0462,5
25,fi_165+issuer,2002,0.3231,1
25,fi_165+issuer,2003,0.7818,1
25,fi_165+issuer,2004,0.3304,1
25,fi_165+issuer,2005,0.2112,1
25,fi_165+issuer,2006,0.1883,1
25,fi_165+issuer,2007,0.2308,1
25,fi_165+issuer,2008,0.1298,2
25,fi_203+issuer,2002,0.0454,5
25,fi_249+depositor,2004,0.0704,3
25,fi_249+issuer,2003,0.0142,4
25,fi_249+issuer,2004,0.1252,2
25,fi_249+issuer,2005,0.1025,3
25,fi_249+issuer,2006,0.0861,3
25,fi_3+seller,2002,0.0935,3
25,fi_306+securities-administrator,2007,0.0566,4
25,fi_306+securities-administrator,2008,0.047,5
25,fi_306+servicer,2007,0.0582,3
25,fi_306+servicer,2008,0.0476,4
25,fi_39+depositor,2008,0.0508,3
25,fi_39+issuer,2007,0.0503,5
25,fi_39+issuer,2008,0.3985,1
25,fi_40+issuer,2005,0.038,5
25,fi_71+servicer,2003,0.0194,3
25,fi_71+servicer,2004,0.0502,5
26,fi_104+issuer,2003,0.0497,4
26,fi_104+issuer,2004,0.0952,2
26,fi_104+issuer,2005,0.0545,5
26,fi_122+issuer,2004,0.0474,5
26,fi_122+originator,2002,0.6292,1
26,fi_122+originator,2003,0.2061,1
26,fi_122+originator,2004,0.3679,1
26,fi_122+originator,2005,0.164,1
26,fi_122+originator,2006,0.0452,5
26,fi_159+servicer,2002,0.105,2
26,fi_159+servicer,2003,0.0479,5
26,fi_18+originator,2005,0.0547,4
26,fi_18+originator,2006,0.1389,2
26,fi_18+originator,2007,0.2285,1
26,fi_18+originator,2008,0.3902,1
26,fi_190+issuer,2004,0.0621,3
26,fi_242+issuer,2005,0.0806,3
26,fi_306+securities-administrator,2007,0.0768,4
26,fi_306+securities-administrator,2008,0.049,5
26,fi_306+servicer,2002,0.0385,3
26,fi_306+servicer,2003,0.0883,2
26,fi_306+servicer,2004,0.0578,4
26,fi_306+servicer,2006,0.0676,4
26,fi_306+servicer,2007,0.0725,5
26,fi_306+servicer,2008,0.06,3
26,fi_8+depositor,2002,0.02,4
26,fi_8+issuer,2005,0.1134,2
26,fi_8+issuer,2006,0.183,1
26,fi_8+issuer,2007,0.124,2
26,fi_8+issuer,2008,0.068,2
26,fi_80+issuer,2002,0.0195,5
26,fi_80+issuer,2003,0.0795,3
26,fi_80+issuer,2006,0.0715,3
26,fi_80+issuer,2007,0.0813,3
26,fi_80+issuer,2008,0.051,4
27,fi_157+issuer,2006,0.1397,2
27,fi_157+issuer,2007,0.1817,1
27,fi_157+issuer,2008,0.2665,1
27,fi_157+originator,2003,0.1271,3
27,fi_157+originator,2004,0.1199,3
27,fi_157+originator,2006,0.104,3
27,fi_157+originator,2007,0.1273,3
27,fi_157+originator,2008,0.1761,2
27,fi_157+seller,2002,0.0789,4
